#pop;#push;queue_size;metric;R_c;the_old_tree;the_old_tree_splitleaf;the_old_tree_objective;the_old_tree_lbound;the_new_tree;the_new_tree_splitleaf;the_new_tree_objective;the_new_tree_lbound;the_new_tree_length;the_new_tree_depth;queue
5;107;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-4, -2), (-2, -1, 4), (-2, 1, 4), (2,)];[0 0 1 0];0;0.22110033299551177;0;0;0
5;108;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-4, -2), (-3, -2, 4), (-2, 3, 4), (2,)];[0 0 0 1];0;0.14277399739394817;0;0;0
5;109;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-4, -2), (-3, -2, 4), (-2, 3, 4), (2,)];[0 0 1 0];0;0.4074330389459968;0;0;0
5;110;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-5, -2, 4), (-4, -2), (-2, 4, 5), (2,)];[0 0 0 1];0;0.17230925148400172;0;0;0
5;111;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-5, -2, 4), (-4, -2), (-2, 4, 5), (2,)];[0 0 1 0];0;0.35487766034457796;0;0;0
5;112;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-6, -2, 4), (-4, -2), (-2, 4, 6), (2,)];[0 0 0 1];0;0.13104676415230923;0;0;0
5;113;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-6, -2, 4), (-4, -2), (-2, 4, 6), (2,)];[0 0 1 0];0;0.42234544664832774;0;0;0
5;114;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-7, -2, 4), (-4, -2), (-2, 4, 7), (2,)];[0 0 0 1];0;0.34734906616476036;0;0;0
5;115;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-7, -2, 4), (-4, -2), (-2, 4, 7), (2,)];[0 0 1 0];0;0.19214420153467496;0;0;0
5;116;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-8, -2, 4), (-4, -2), (-2, 4, 8), (2,)];[0 0 0 1];0;0.39585058636166204;0;0;0
5;117;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-8, -2, 4), (-4, -2), (-2, 4, 8), (2,)];[0 0 1 0];0;0.15754162443897493;0;0;0
5;118;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-9, -2, 4), (-4, -2), (-2, 4, 9), (2,)];[0 0 0 1];0;0.3699348487042131;0;0;0
5;119;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-9, -2, 4), (-4, -2), (-2, 4, 9), (2,)];[0 0 1 0];0;0.17390183871434775;0;0;0
5;120;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-10, -2, 4), (-4, -2), (-2, 4, 10), (2,)];[0 0 0 1];0;0.4152511944404228;0;0;0
5;121;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-10, -2, 4), (-4, -2), (-2, 4, 10), (2,)];[0 0 1 0];0;0.13814101636021425;0;0;0
5;122;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-11, -2, 4), (-4, -2), (-2, 4, 11), (2,)];[0 0 0 1];0;0.3150629795859273;0;0;0
